Date,Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Colour,Capacity,Wattage,Country of Origin,Home Kitchen Rank,Air Fryers Rank,Technical Details,Description
2/20/2023,https://www.amazon.in/KENT-1300W-Classic-Fryer-Black/dp/B09G75BMW4,"KENT 16096 Classic Hot Air Fryer 4L 1300 W | 80% Less Oil | Instant Electric Air Fryer | Auto Cut Off | Fry, Grill, Roast, Steam, and Bake | 1 Year Warranty | Black",KENT,3.5,772,"8,000","4,444.00",Black,4 litres,1300 Watts,China,3369,7,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '26D x 35W x 31H Centimeters', 'Colour': 'Black', 'Capacity': '4 litres', 'Material': 'Stainless Steel', 'Recommended Uses For Product': 'Roast, Bake, Steam', 'Output Wattage': '1300 Watts', 'Item Weight': '4000 Grams', 'Brand': 'KENT', 'Wattage': '1300 Watts', 'Manufacturer': 'ARCTURUS', 'Country of Origin': 'China', 'Item model number': '16096', 'ASIN': 'B09G75BMW4'}","['Fry, Grill, Roast, Steam, and Bake your favorite snacks with KENT Classic Hot Air Fryer', 'The appliance uses up to 80% less oil and offers the similar taste as of deep-frying', 'Comes with easy-to-use temperature control knob to adjust temperature from 0Ëš to 200Ëš', 'Large capacity of 4L per batch makes it perfect to serve 3-4 people at a time', 'Its rapid heating makes cooking faster and vapor steam ensures your food is crispy outside and tender inside', 'Its 30-minutes timer with auto cut off shuts down the appliance once the process is done', 'Suitable for gifting on Diwali and other special occasions.']"
2/20/2023,https://www.amazon.in/AmazonBasics-Litre-1700-Fryer-Touchscreen/dp/B0842CVYNS,"Amazon Basics 1700 W Digital Air Fryer with Touchscreen Panel | 5.5 Litre Non Stick Basket with Metallic Interior| 8 Pre Set Functions Including Air Fry, Roasting, Baking and Grilling",AmazonBasics,4.5,644,"11,000","5,499.00",Multicolour,5.5 litres,1700 Watts,China,41836,,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '25.8D x 32.4W x 32.4H Centimeters', 'Colour': 'Multicolour', 'Capacity': '5.5 litres', 'Material': 'Plastic+Metal', 'Recommended Uses For Product': 'Roast, Bake, Dehydrate', 'Brand': 'AmazonBasics', 'Wattage': '1700 Watts', 'Control Method': 'Touch', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'GUANGDONG MIDEA KITCHEN APPLIANCES MANUFACTURING CO., LTD.', 'Country of Origin': 'China', 'Imported By': 'RetailEZ', 'Item model number': 'MF-TN40A-IND', 'ASIN': 'B0842CVYNS'}","['Easy to use AmazonBasics 5.5 Litre 1700 Watt Air Fryer with 8 Pre-set functions to cook food with less oil; ideal for air frying, roasting, baking and grilling;Can be used to make samosas, pakodas, wafers, nuggets, chicken wings, French fries and much more. Comes with LCD Touch Panel to set temperature and time. Temperature range of 80 - 220 Degree Celsius and Timer range of up to 1 hour', 'Tested in International lab against international protocols; All food contact materials are thoroughly tested to ensure safety for food contact;Made from food grade Materials; .4t Aluminium plated frying basket', 'Also comes with a dehydrate function to preserve food; especially useful for people on raw food diets;Comes with electronic thermostat; fryer shuts off automatically after 1 hour to prevent overheating', 'Has a BIS certified cable for enhanced safety;Equipped with Indicators to signal cooking completion / ready to shake (for homogenous cooking)', 'Color Name: Multicolor']"
2/20/2023,https://www.amazon.in/Crutello-Fryer-Cover-Storage-Pockets/dp/B0B5YDVSQ9,Crutello Air Fryer Cover with Storage Pockets for 5.5 Quart Fryer - Small Appliance Dust Covers,Crutello,3.8,141,Not Available,"4,485.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"{'Manufacturer': 'Crutello', 'Item model number': 'CT-AFN4', 'ASIN': 'B0B5YDVSQ9'}","['DURABLE CONSTRUCTION - Made with heavy duty nylon with a lined interior to protect your air fryer from debris. Easy to take on and off.', 'ACCESS ACCESSORIES EASILY - With 1 front pocket and 2 side pockets perfect for storing small accessories, spatulas, or tongs neatly along with your air fryer.', 'FREE OF DUST OR DIRT - Keep your air fryer clean of dust, dirt, and grime while not in use or stored away in a closet or pantry to extend the life of your air fryer.', 'FITS MOST COMPARABLE AIR FRYERS - Measuring in at 14”x11”x15” this cover securely fits the 5.5 Qt Ninja Air Fryer and other comparable models.', 'LIFETIME REPLACEMENT WARRANTY - Crutello stands behind all of its products 100%. If anything ever goes wrong with this, we will replace it with a new item.']"
2/20/2023,https://www.amazon.in/Lifelong-1800-Watt-Functions-Temperature-Auto-Shutoff/dp/B0B249YR7J,Lifelong Digital Air Fryer Toaster Oven 12L| Premium 1800-Watt Oven with 7-in-1 Functions| Large Capacity Air Fryer with 60-Minute Timer/Auto-Shutoff| Stainless Steel| 12 Preset Menu (2 Years Warranty),Lifelong,4.3,13,"20,000","9,499.00",Silver,12 litres,1800 Watts,China,207052,55,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '30D x 37W x 41H Centimeters', 'Colour': 'Silver', 'Capacity': '12 litres', 'Material': 'Plastic', 'Item Weight': '8200 Grams', 'Brand': 'Lifelong', 'Wattage': '1800 Watts', 'Voltage': '220 Volts', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd', 'Country of Origin': 'China', 'Item model number': '\ufeffLLHFO01', 'ASIN': 'B0B249YR7J'}","['COOKING FUNCTIONS: This premium 1800W toaster oven and Air Fryer is equipped with an AirFry setting plus toast, bake, rotisserie, warming feature, etc. with a wide temperature range (200°C)', 'CAPACITY: 12 Litre - Large enough to toast 6-slices of bread, air fry 3-pounds of chicken wings, bake a 12-inch pizza or roast a 4-pound chicken', 'SUPERIOR OPERATION: Equipped with an adjustable temperature digital toggle, 60-minute timer/auto-shutoff to ensure your meals are cooked to perfection.', 'Pre-set Menu: 12 Pre-set menu options which are easy to use and are a healthy option to satisfy your taste buds to prepare a variety of delicious snacks', 'INCLUDES: Oven Cavity with in built light, 1 N Oven rack, 1 N Baking pan, 1 N AirFry basket, 1 N cage, 1 N Rotisserie fork, 1 N Rotisserie Handle, 10 N Skewer Rods, 1 N Oil Brush', 'Digital Display: The product comes with a Digital touch panel, transparent cooking window and Interior lighting', '2 -YEARS WARRANTY: Refer to user manual for troubleshooting steps and questions surrounding warranty policies.']"
2/20/2023,https://www.amazon.in/Shelzi-Multi-functional-Electric-Nonstick-Roasting/dp/B09M76YP8G,"Shelzi Multi-functional Air Fryer 4 Liter Electric Hot Oven Oilless Cooker Air Fryer Machine With Nonstick Pot Easy Knob cooking Pan Kitchen For Baking, Frying, Roasting, Grilling Air Fryer_(1500 W)",Shelzi,4.4,Not Available,"17,999","9,099.00",Multicolour,4 litres,1300 Watts,China,Not Available,Not Available,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '10D x 12W x 15H Centimeters', 'Colour': 'Multicolour', 'Capacity': '4 litres', 'Material': 'Nonstick', 'Recommended Uses For Product': 'Broil', 'Output Wattage': '1500 Watts', 'Item Weight': '650 Grams', 'Brand': 'Shelzi', 'Wattage': '1300 Watts', 'Model Name': 'Airfryer', 'Has Nonstick Coating': 'No', 'Manufacturer': 'Shelzi', 'Country of Origin': 'China', 'Item model number': '36', 'ASIN': 'B09M76YP8G'}","['The Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'Fast-Heating and Adjustable Temperature Control - With 1300 w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Family Size Basket : This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', 'Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts.']"
2/20/2023,https://www.amazon.in/Instant-Pot-Vortex-Pro-10/dp/B07VM1HQ87,"Instant Pot Air Fryer Oven, Vortex Plus 10QT, Rotisserie and Convection Oven, Air Fry, Roast, Bake, Dehydrate and Warm, 1500W, Stainless Steel and Black (10 Quarts)",Instant,Not Available,"13,964",Not Available,"46,390.00",Gold,10 Quarts,1500 Watts,Not Available,228724,59,"{'Brand': 'Instant', 'Colour': 'Gold', 'Capacity': '10 Quarts', 'Special Feature': 'Programmable', 'Product Dimensions': '34.9D x 36.5W x 33.6H Centimeters', 'Wattage': '1500 Watts', 'Material': 'Stainless Steel', 'Included Components': 'Air Fryer', 'Item Weight': '17.5 Pounds', 'Model Name': 'Vortex Pro 10 Qt Air Fryer Oven', 'Finish Type': 'Stainless Steel', 'Manufacturer': 'Instant Pot', 'Item model number': '140-3002-01', 'ASIN': 'B07VM1HQ87'}","['REKNOWNED AIR FRYER: For over 100 years, Instant brands have been innovators in helping people make and enjoy food together. Today, Instant Brands products are in millions of homes worldwide.', '9-IN-1 FUNCTIONALITY: Air fry, bake, broil, dehydrate, roast, proof, toast, reheat and rotisserie. ONE-TOUCH SMART PROGRAMS: Customizable cooking programs for easy chicken wings, roasted veggies, cinnamon buns and more.', 'EVENCRISP TECHNOLOGY: Delivering all the crunch and tenderness of deep-frying with 95% less oil. SEE YOUR FOOD COOK: The glass panel on the oven door takes out the guess work out of air frying and cooking.', 'VERSATILE COUNTERTOP AIR FRYER TOASTER OVEN: Cook perfect rotisserie oven meals or proof dough, bake and toast all in one place. FAST PREHEATING: Little to no preheating time.', 'STAINLESS-STEEL EXTERIOR: for a perfect combination of function and style. OVERHEAT PROTECTION: Built-in safety features like Overheat Protection, auto-off and more.', 'ADJUSTABLE TEMPERATURE: Easily select temperatures from 95 to 400° F. PERFECT SIZE: Holds enough food for growing families, preparing side dishes and appetizers. PROVEN SAFETY FEATURES: Built-in safety features including Overheat Protection and auto-off.', 'INCLUDED ACCESSORIES: Rotisserie basket, rotisserie lift, rotisserie spit, rotisserie forks, drip tray, (2) perforated pans']"
2/20/2023,https://www.amazon.in/GOBBLER-Air-Fryer-Adjustable-Temperature/dp/B08QMPX9LQ,"GOBBLER Electric Fryer 2 Liter 1200-Watts Healthy Fryer with 360 Degree Rapid Air Technology, Adjustable Temperature Control, Timer Function & Non-stick Fry Basket - Black (GB-AF20A)",GOBBLER,Not Available,227,"10,200","3,099.00",Black,2 litres,1200 Watts,India,43391,31,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '20D x 27W x 25H Centimeters', 'Colour': 'Black', 'Capacity': '2 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Bake, Reheat', 'Item Weight': '2.6 Kilograms', 'Brand': 'GOBBLER', 'Wattage': '1200 Watts', 'Voltage': '220 Volts', 'Control Method': 'Touch', 'Model Name': 'Air Fryer', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '80 Degrees Celsius', 'Manufacturer': 'Tikmany Telesystems Pvt. Ltd. 9073983006 gobbler.sales@gmail.com', 'Country of Origin': 'India', 'Item model number': 'Air Fryer', 'ASIN': 'B08QMPX9LQ'}","['HEALTHY FRYING: Achieve perfect fried results with little or even no oil! 360° overall Hot Air Circulation and Temperature range from 80°C - 200°C allows you to cook at your desired temperature, achieving a healthy, crispy, fried finish using at least 98% less oil than traditional fryers.', ""VERSATILITY: Manual temperature control & 60-minute integrated timer lets you air-fry everything from frozen veggies, chicken & even reheat yesterday's dessert! The detachable Aluminium basket, cool touch exterior, & auto-shutoff ensures added safety & security."", 'QUICK & EASY - This air fryer heats up in just 2-3 minutes and cooks food faster than a conventional oven so you can save money as well as eat healthier. Use of no oil also means no risk of hot oil scalding. The smart Temperature Knob can be adjusted as per the user and the conevnient Timer can be set, making the job more easy than ever.', 'SOPHISTICATED DESIGN: Power Consumption: 1200W; Power Requirement: 220V ; Specially designed Non-stick Frying basket and Pan. Upto 60 minutes timer with End Alarm and Auto shut off safety feature. Overheating Heating Protection function and No-slip bottom.', 'FAMILY SIZE – This large 2 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion.']"
2/20/2023,https://www.amazon.in/Instant-Vortex-One-Touch-Programs-Reheat/dp/B07VM1FT8W,"Instant Pot Air Fryer, Vortex 4 Litre, Touch Control Panel, 360 Degree EvenCrisp Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 4 Litre)",Instant Pot,2.9,"14,614","20,099","6,993.00",Black,6 Quarts,1700 Watts,China,9031,,"{'Special Feature': 'Programmable', 'Colour': 'Black', 'Capacity': '6 Quarts', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Broil, Bake, Reheat', 'Output Wattage': '1700 Watts', 'Item Weight': '6.62 Kilograms', 'Brand': 'Instant Pot', 'Wattage': '1700 Watts', 'Control Method': 'Touch', 'Model Name': 'Vortex', 'Has Nonstick Coating': 'Yes', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '400 Degrees Fahrenheit', 'Manufacturer': 'Instant Pot', 'Country of Origin': 'China', 'Item model number': 'Vortex 6 Qt', 'ASIN': 'B07VM1FT8W'}",['WARRANTY: Instant Pot comes with One (1) Year Warranty. Ensuring complete peace of mind.']
2/20/2023,https://www.amazon.in/Lifelong-LLHFD322-Digital-functions-Technology/dp/B0B242W2WZ,"Lifelong LLHFD322 Digital Air Fryer 3.5L 1400W Fry, Grill, Bake, Roast & Reheat with 10 Pre-set functions | Touch Control | Rapid Air Technology",Lifelong,4.6,7,"8,000","3,999.00",Blue,3.5 litres,1400 Watts,China,361305,69,"{'Colour': 'Blue', 'Capacity': '3.5 litres', 'Material': 'Plastic', 'Item Weight': '4500 Grams', 'Brand': 'Lifelong', 'Wattage': '1400 Watts', 'Voltage': '220 Volts', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd', 'Country of Origin': 'China', 'Item model number': 'LLHFD322', 'ASIN': 'B0B242W2WZ'}","['Digital Air fryer with 3.5 litres of capacity. It has 1400W of power that ensures fast and homogeneous cooking', '10 Pre-set functions which are easy to use and are a healthy option to satisfy your taste buds to prepare a variety of delicious snacks', 'Can be used to make French Fries, Grill chicken maker Samosas, Pizza, Cakes, Pakoras, wafers, nuggets, chicken wings and much more', 'Comes with Cool LCD Touch Panel to set temperature and timer', 'Compared with deep fryer, it consumes very less oil and you will get delicious and healthier crispy food with little or no oil.', 'Lifelong HealthyFry Digital Air fryer (3.5 Liter) with Rapid Air technology, lets you grill, bake, roast & even reheat your favorite dishes']"
2/20/2023,https://www.amazon.in/Maxi-Matic-Personal-Electric-Temperature-700-Watts/dp/B087TCQ6TR,"Maxi-Matic Elite Gourmet Personal Compact Space Saving Electric Hot Air Fryer Oil-Less Healthy Cooker, Timer & Temperature Controls, PFOA/PTFE Free, 700-Watts with Recipes, 1 Quart, Mint",Maxi-Matic,3.8,Not Available,"12,909","9,035.00",Not Available,1 Quarts,700 Watts,USA,Not Available,Not Available,"{'Capacity': '1 Quarts', 'Output Wattage': '700 Watts', 'Brand': 'Maxi-Matic', 'Wattage': '700 Watts', 'Has Nonstick Coating': 'Yes', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '390 Degrees Fahrenheit', 'Country of Origin': 'USA', 'Item model number': 'EAF-3218BL', 'ASIN': 'B087TCQ6TR'}",[]
2/20/2023,https://www.amazon.in/AmazonBasics-Litre-1300-Watt-Fryer/dp/B0842CPXX5,Amazon Basics 1300 W Air Fryer | 3.5 Litre Non Stick Basket with Metallic Interior| Timer Selection And Fully Adjustable Temperature Control,AmazonBasics,4.3,644,"7,500","3,799.00",Multicolour,3.5 litres,1300 Watts,China,41836,,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '26D x 34.9W x 30.7H Centimeters', 'Colour': 'Multicolour', 'Capacity': '3.5 litres', 'Material': 'Plastic+Metal', 'Recommended Uses For Product': 'Roast, Bake', 'Brand': 'AmazonBasics', 'Wattage': '1300 Watts', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'MIDEA ELECTRIC TRADING (SINGAPORE) CO. PTE.LTD', 'Country of Origin': 'China', 'Imported By': 'RetailEZ', 'Item model number': 'CN5501-IND', 'ASIN': 'B0842CPXX5'}","['Easy to use AmazonBasics 3.5 Litre 1300 Watt Air Fryer to cook food with less oil; ideal for air frying, roasting, baking and grilling', 'Can be used to make samosas, pakodas, wafers, nuggets, chicken wings and much more. Comes with knobs to set temperature and time. Temperature range of 80 - 220 Degree Celsius and Timer range of up to 1 hour', 'Tested in International lab against international protocols; All food contact materials are thoroughly tested to ensure safety for food contact', 'Made from food grade Materials; .4t Aluminium plated frying basket', 'Comes with thermostat; fryer shuts off automatically after 1 hour to prevent overheating', 'Has a BIS certified cable for enhanced safety', 'Equipped with Indicators to signal cooking has started / target temperature reached']"
2/20/2023,https://www.amazon.in/ZINZA-Digital-Temperatur-Nonstick-Shut-off/dp/B09M728P76,"ZINZA Air Fryer, Digital Hot Air Fryers Cooker Classic Timer and Temperatur Bake, Nonstick Basket Easy to Use Mini Air Fryer Auto Shut-off Oven with Touch Control Panel",ZINZA,4.2,Not Available,"19,000","9,098.00",Black,4 litres,1300 Watts,China,Not Available,Not Available,"{'Colour': 'Black', 'Capacity': '4 litres', 'Material': 'Nonstick', 'Item Weight': '250 Grams', 'Brand': 'ZINZA', 'Wattage': '1300 Watts', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'ZINZA', 'Country of Origin': 'China', 'Item model number': '1', 'ASIN': 'B09M728P76'}","['the Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'Fast-Heating and Adjustable Temperature Control -- With 1300 w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose.', 'Wide Temperature Ranges from 175 to 400°F and Time Range from 1 to 30 Min Allow to Set Desired Temperature and Time Combination for Favorite Recipes. It’s Easy to Use, Perfect for Beginners, with No Hassle and No Mess.', 'Family Size Basket – This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion']"
2/20/2023,https://www.amazon.in/pekdi-Automatic-Intelligent-Capacity-Dehydrator/dp/B0BGPVB3Y2,pekdi Air Fryer Fully Automatic Intelligent Visual 12L Large Capacity 1800W High Power Multiple Function Electric Oven Dehydrator,pekdi,3.8,Not Available,Not Available,"7,999.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"{'Brand': 'Pekdi', 'Manufacturer': 'pekdi', 'Package Dimensions': '37 x 37 x 35.2 cm; 9.64 Kilograms', 'Item part number': 'FSSH45546EUTSIN', 'Material': 'Glass', 'Item Weight': '9 kg 640 g'}","['🤗[This visual oven adopts 12L large capacity space, 1800W large power, high efficiency, with timing, LED display, adjustable thermostat with touch screen and other functions, can also be used as a dryer, air fryer, dehydrator, a wide range of applications.', '🎷[The adjustable temperature of this oven is 80-200℃, and the adjustable time is 0-60 minutes. The temperature and time can be adjusted according to different cooking materials and different needs, making delicious food easily.', '🎷[This oven has built-in rotating grill, transparent glass cover with thickened glass panel, two layers of heat insulation Windows, to realize visual cooking under the premise of safety, watch the food cooking situation at any time, and master the time and temperature.', '🎷[This oven has two heating methods, heat pipe and hot air circulation at the same time, more powerful heat, more efficient cooking, with little or no oil, you can eat crispy food inside. You can enjoy your favorite foods without worrying about extra calories and fat.', '🎷[The operation of this oven is very simple, with a digital touch screen control panel, it makes it easier to see the number of minutes, temperature and other controls or modes to cook different types of food.']"
2/20/2023,https://www.amazon.in/HUNK-SHOPPERS-Stainless-Temperature-Japanese/dp/B09G314Y7S,"HUNK SHOPPERS Deep Fryer Pot,304 Stainless Steel with Temperature Control and Lid Japanese Style Tempura Fryer Pan Uncoated Fryer",HUNK SHOPPERS,4,Not Available,"1,680.00","1,680.00",Not Available,Not Available,Not Available,India,330735,66,"{'Manufacturer': 'HUNK SHOPPERS', 'Country of Origin': 'India', 'Item part number': 'HS-DEEP-FRYING-POT-011-small', 'Product Dimensions': '10 x 10 x 4 cm', 'ASIN': 'B09G314Y7S'}","['【STAINLESS STEEL FRYER POT】Deep fryer pot is made of 304 stainless steel and is durable and has good heat insulation performance. It is very suitable for frying (french fries, chicken nuggets, squid rings, tempura, shrimp, Peanuts, fish, etc.)The fryer is compatible with all types of fire sources, including the fire sources of gas stove, induction cooker, electric stove.', '【PRECISE TEMPERATURE CONTROL】The Attached Thermometer Makes The Oil Temperature Control More Accurate，According to the temperature of the oil, cook food better to the best taste and Brings You More Delicious food.(Do Not Wash the Thermometer with Water, Wait to Ccool, Wipe it with a Paper Towel)', '【EASY FOR CLEANING】The fryer features the cold touch handle to be easy to clean and store. The detachable wire rack can drain excess fat from food. The oil level on the fryer body reminds you of the right amount of oil and you will not waste the cooking oil.', '【DEEP FRYING PAN WITH DIVERSION PORT】The design of the beak diversion port makes it easier to pour out the cooking oil after you have finished frying the food without worrying about the oil hanging during the dumping process.', '【SAFETY AND WARRANTY】Customer satisfaction is always our priority.Any issues of our products within 30 days, REPLACEMENT or REFUND will be provided.Add A NEW PARTNER to your kitchen and you will find it is worth having.']"
2/20/2023,https://www.amazon.in/KYKHT-Electric-Frying-Healthy-Cooker/dp/B0BMGB7QCX,KYKHT Electric Air Fryer Deep Fat Free Frying Healthy No Oil Cooker EU Plug Black,KYKHT,4,Not Available,"28,215","18,810.00",Not Available,Not Available,Not Available,Hong Kong,Not Available,Not Available,"{'Manufacturer': 'KYKHT', 'Country of Origin': 'Hong Kong', 'Item model number': 'KYKHT87397857', 'ASIN': 'B0BMGB7QCX'}","['Powerful Air Frying Technology With Rapid Hot Air Circulation System Gives Your Food A Crispy Fried Finish', 'Opens 6 Different Types Of Seals And Lids: Bags, Safety Seals, Pull Tabs, Bottle Caps, Bottle Tops, Jar Lids', 'Color: Black, Material: Plastic, Size: 32.5x27.4x31.4cm/12.80x10.79x12.36inch', 'Package Includes:1 piece Electric Air Fryer', 'Kindaly refer the product description before buying the product.']"
2/20/2023,https://www.amazon.in/Glen-SA-3041-1230-Watt-Digital-Fryer/dp/B00NZNGB2A,Glen SA-3041 1230-Watt Digital Air Fryer (Black),Glen,4.2,1,"10,000","6,600.00",Black,Not Available,1230 Watts,India,2237820,110,"{'Special Feature': 'Manual', 'Colour': 'Black', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Bake', 'Item Weight': '7000 Grams', 'Brand': 'Glen', 'Wattage': '1230 Watts', 'Manufacturer': 'Glen Appliances', 'Country of Origin': 'India', 'Item model number': 'SA-3041', 'ASIN': 'B00NZNGB2A'}","['Fry, grill, roast and even bake conveniently using little or no oil', 'Large cooking capacity (upto 800 grams), adjustable time and temperature control for perfect results', '60 min timer, 6 temperature settings and food separator to fry different dishes at the same time', 'Integrated air filter keeps the kitchen fresh, LCD display, easy to clean, removable basket and auto cut off on removal of basket', 'Warranty: 1 year on product and 2 years extended warranty', 'Power: 1230 watts', 'Includes: Air fryer']"
2/20/2023,https://www.amazon.in/AMERICAN-MICRONIC-Litre-Fryer-AMI-AF1-3-2LDx/dp/B0177OKV4G,"AMERICAN MICRONIC -3.5 Litres Basket, 5 Litres Container, 1500 Watts Air Fryer (Silver & Black) 2021 Model",AMERICAN MICRONIC INSTRUMENTS,4.8,1,"7,490","3,880.00",Not Available,Not Available,Not Available,China,258148,61,"{'Manufacturer': 'American Micronic Instruments, Inc', 'Country of Origin': 'China', 'Item model number': 'AMI-AF1-35CLDx', 'ASIN': 'B0177OKV4G'}","['30 Minutes Timer with adjustable temperature control for the perfect result', 'TurboTunnel Freshair technology with Non-stick frying basket', '50% Bigger, 38% faster, 27% more energy efficient than the first generation fryer.', 'AMERICAN MICRONIC - No 1 in Indian Customer Amazon Ratings- 100% Imported with 2 Years India warranty']"
2/20/2023,https://www.amazon.in/DOGOU-Automatic-Intelligent-Capacity-Dehydrator/dp/B0B59QK55S,DOGOU Air Fryer Fully Automatic Intelligent Visual 12L Large Capacity 1800W High Power Multiple Function Electric Oven Dehydrator,DOGOU,4.3,Not Available,Not Available,"7,200.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"{'Manufacturer': 'DOGOU', 'Item part number': 'OMGGBINYGBINH45546EU', 'ASIN': 'B0B59QK55S'}","['💭[This visual oven adopts 12L large capacity space, 1800W large power, high efficiency, with timing, LED display, adjustable thermostat with touch screen and other functions, can also be used as a dryer, air fryer, dehydrator, a wide range of applications.', '💭[The adjustable temperature of this oven is 80-200℃, and the adjustable time is 0-60 minutes. The temperature and time can be adjusted according to different cooking materials and different needs, making delicious food easily.', '💭[This oven has built-in rotating grill, transparent glass cover with thickened glass panel, two layers of heat insulation Windows, to realize visual cooking under the premise of safety, watch the food cooking situation at any time, and master the time and temperature.', '💭[This oven has two heating methods, heat pipe and hot air circulation at the same time, more powerful heat, more efficient cooking, with little or no oil, you can eat crispy food inside. You can enjoy your favorite foods without worrying about extra calories and fat.', '💭[The operation of this oven is very simple, with a digital touch screen control panel, it makes it easier to see the number of minutes, temperature and other controls or modes to cook different types of food.']"
