Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Best Sellers Rank,output_wattage,asin,item_model_number,min_temperature,wattage,country_of_origin,manufacturer,is_dishwasher_safe,nonstick_coating,model_name,control_method,item_weight,recommended_uses,material,capacity,product_color,product_dimensions,special_feature,bullet_points
https://www.amazon.in/Layfuz-Intellect-Multifunctional-Intelligent-Temperature/dp/B09HNSPKNY/ref=sr_1_116?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-116,        Layfuz Air Fryer Intellect Digital S n Contact Control Air Fryer Multifunctional Oil-Free Heal y Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer       ,‎Layfuz,Not Available,Not Available,"55,997","27,919.00",Not Available,Not Available,B09HNSPKNY,Not Available,Not Available,Not Available,‎China,‎Layfuz,Not Available,Not Available,Not Available,Not Available,‎3 kg 640 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['[Heal y] is air fryer does not need oil when cooking and is more suitable for modern and heal y living concepts. L oil and no fat. No frying is heal ier. Smart cooking, no oily fume. You can easily cook food at home.', '[Multifunction] is air fryer can not only preheat, keep warm, and keep e food in e best state but also can intelligently time it, allowing you to cook more easily. At e same time, ere are 6 gourmet cooking modes, covering sna s, meat, seafood, cakes, etc., allowing you to easily enjoy a varie of cious dishes.', '[Safe] is air fryer is detachable, and e pull-out basket is very convenient to take. ere is also a power-off memory function. When you need to pull out e frying basket to che e food status and remove e pan, it will automatically disconnect e power ply, making it safer to use.', '[Big S n] is air fryer is equipped wi a large display s n. e s n display is clear, ere is a sensing device, and can be operated rough e s n. e s n is sensitive, you can easily switch e fryer function, and e operation is very convenient.', '[Fast] is air fryer has a surrounding ree-dimensional air guide groove, multiple heat dissipation systems, and e hot air circulates at a uniform speed. e energy ga ering effect is stronger, e baking time is reduced, and e cooking time is shorter.']"
https://www.amazon.in/Mellerware-MWAF-AirCrisp-Technology-01-Digital/dp/B09KLJ6S1R/ref=sr_1_42?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-42,"        INALSA Mellerware Air Fryer Digital 4L MWAF 01- 1400W with Smart AirCrisp Technology| 8-Preset Menu, Touch Control & Digital Display| Variable Temp& Timer Control,(Teal), Medium (MWAF 01-Digital)       ",‎Inalsa,3.8,114,"10,395","5,961.00","  #132,538 in Home & Kitchen (See Top 100 in Home & Kitchen)   #49 in Air Fryers   ",Not Available,‎B09KLJ6S1R,‎MWAF 01-Digital,Not Available,Not Available,‎China,‎Tuareg Marketing Private Limited,Not Available,Not Available,Not Available,Not Available,‎4800 Grams,"‎Roast, Broil, Steam, Reheat",‎Plastic,‎4 litres,‎Teal,‎0.28D x 5.08W x 0.33H Meters,‎Temperature Control,"['OIL-FREE FRYER: Fryer with Air System Technology that with hot air at high speed and constant temperature fries with little or no oil and achieves much healthier frying, with less than 99% fat and a crispy and tasty result', '8 PRESET PROGRAMS: The 8 preset programs of Air Fry Digital will allow you to cook: frozen potatoes, natural potatoes, all kinds of vegetables, chicken, sausages, meat, fish, cakes and much more!', 'FULLY DIGITAL: Fryer with digital touch screen and very easy to use. Set time between 1 and 60 minutes and the temperature between 40 and 200ºC. It has a buzzer at the end of cooking, cold touch handle and non-slip feet', 'ENOUGH FOR ALL: 4L of capacity that allows to make up to 900 grams of potatoes, equivalent to 5/6 servings. It has 1400W of power that ensures fast and homogeneous cooking']"
https://www.amazon.in/PHILIPS-Fryer-HD9200-90-Technology/dp/B09CTWFV5W/ref=sr_1_2?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-2,"        PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1400W, 4.1 Liter (Black), Large (HD9200/90)       ",‎PHILIPS,3.8,"1,766","9,995","7,499.00",  #649 in Home & Kitchen (See Top 100 in Home & Kitchen)   #3 in Air Fryers   ,Not Available,‎B09CTWFV5W,‎HD9200/90,‎60 Degrees Celsius,Not Available,‎China,‎Philips,Not Available,‎Yes,Not Available,Not Available,‎4.54 Kilograms,"‎Roast, Bake, Reheat",‎Plastic,‎4.1 litres,‎Black,‎33.8D x 33.8W x 35.5H Centimeters,"‎Temperature Control, Programmable","['Philips is India’s No.1 Airfryer brand (Source: Euromonitor International Limited; Consumer Appliances 2021ED)', 'PHILIPS Air Fryer HD9200/90 uses up to 90% less fat, Air Fry, Roast, Bake, Grill, Reheat, 1400W, with dishwasher safe 4.1 Liter basket, Patented Rapid Air Technology, Starfish design, 360 °even frying, Black', 'GUILT-FREE FOOD WITH 90% LESS OIL: With PATENTED RAPID AIR TECHNOLOGY Philips Air Fryer delivers all the crunch and tenderness of deep-frying with 90% less oil.', 'TECHNOLOGY: Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food', 'SMART ALL-IN-1 FUNCTIONALITY: Fry. Bake. Grill. Roast. And even reheat!', 'EASE OF USE: Extra-long 1.8 m cord length for easy placement in your kitchen. 60 minutes timer with auto off. Wide temperature control from 80°C to 200 °C.', 'NUTRIU APP: Get 200+ Indian and global recipes and some from celebrity Chef Ranveer Brar by downloading free NutriU App (IOS & Android).']"
https://www.amazon.in/OLENYOK-Multi-functional-Electric-Nonstick-Roasting/dp/B0B2PNXPH3/ref=sr_1_70?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-70,"        OLENYOK Multi-functional 4 Liter Electric Hot Air Fryer Healthy Oven Oilless Cooker Small Air Fryer with Nonstick Frying Pot For Roasting, Frying Grilling, Baking Knob Cooking Air Fryer - (1500W)       ",‎OLENYOK,4.8,Not Available,"18,000","9,080.00",Not Available,Not Available,‎B0B2PNXPH3,‎OY-146,Not Available,Not Available,‎China,‎OLENYOK,Not Available,‎Yes,‎Air Fryer,‎Touch,‎850 Grams,Not Available,‎Nonstick,‎4 litres,‎Multicolour,‎10D x 12W x 15H Centimeters,‎Manual,"['The Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'The Small Air Fryer Combines 4 Circle Powerful Heating Tube with 360°High Speed Hot Air Circulation Technology, Cooks Evenly and Locks the Moisture in Food, Making the Air Frier More Energy Efficient and Save Cooking Time by 30%~50% than a Classic Oven. The 4.5Quart Air Fryer Basket Meets the Needs of a Family of 2 to 4 Persons, can Hold 12 Pieces of Chicken Wings, 1.3lbs of French Fries, and 2 Big Steaks.', 'The Compact Air Fryer has a Nonstick Coating on the Whole Air Fryer Pan and Tray which is Easy to Clean and Dishwasher Safe. The Air Frier Cookers is PFOA Free & BPA Free 100% Safe Coating Material Ensure Anyone a Healthy Life. With a High Quality PTFE Coating Nonstick Pan, There is No Splashing Fat and Fewer Unpleasant Odors. Air Fryers Best Seller Prime Deal of the Day.', 'Family Size Basket: This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion.', 'Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef, chicken breasts, sausages and even desserts.']"
https://www.amazon.in/LAVNIK-Air-Fryer-Temperature-Airfryer/dp/B09M3ZSK3N/ref=sr_1_78?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-78,"        LAVNIK Air Fryer, Digital Hot Air Fryers Cooker Classic Timer and Temperature Control Airfryer for Roast, Reheat, Bake, Nonstick Basket Aire Easy to Use Mini Air Fryer Auto Shut-off 4.0 L / 1500W Oven with Touch Control Panel       ",‎LAVNIK,4.2,Not Available,"18,300","9,100.00",Not Available,Not Available,‎B09M3ZSK3N,‎Air Fryer,Not Available,Not Available,‎China,‎LAVNIK,Not Available,‎Yes,‎Air Fryer Oven,‎Touch,‎399 Grams,Not Available,‎PP + Non Stick,‎4 litres,‎Multicolour,Not Available,Not Available,"['♦ PERFECT CRISP AND HEALTHIER FRYING: The Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', '♦ QUICK AND WELL COOKING: The Small Air Fryer Combines 4 Circle Powerful Heating Tube with 360°High Speed Hot Air Circulation Technology, Cooks Evenly and Locks the Moisture in Food, Making the Air Frier More Energy Efficient and Save Cooking Time by 30%~50% than a Classic Oven. The 4.5Quart Air Fryer Basket Meets the Needs of a Family of 2 to 4 Persons, can Hold 12 Pieces of Chicken Wings, 1.3lbs of French Fries, and 2 Big Steaks.', '♦ CLASSIC TIME AND TEMP CONTROL: The Two Dials Make the Toaster Oven Air Fryer Easy to Program and Control the Cooking Time and Temperature of the Air Fyer. Wide Temperature Ranges from 175 to 400°F and Time Range from 1 to 30 Min Allow to Set Desired Temperature and Time Combination for Favorite Recipes. It’s Easy to Use, Perfect for Beginners, with No Hassle and No Mess. Includes Delicious and Healthy Air Fryer Cookbook Helps Everyone to be a Professional Chef. Air Fryers Best Seller Prime.', '♦ SAFE MATERIALS AND EASY TO CLEAN: The Compact Air Fryer has a Nonstick Coating on the Whole Air Fryer Pan and Tray which is Easy to Clean and Dishwasher Safe. The Air Frier Cookers is PFOA Free & BPA Free 100% Safe Coating Material Ensure Anyone a Healthy Life. With a High Quality PTFE Coating Nonstick Pan, There is No Splashing Fat and Fewer Unpleasant Odors. Air Fryers Best Seller Prime Deal of the Day.', '♦ Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts']"
https://www.amazon.in/Electric-Digital-Nonstick-Control-Plug-Layfoo/dp/B09BTPY34Y/ref=sr_1_125?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-125,        Air Fryer 1000W 3L Electric Hot Air Fryer Oven with LED Digital Screen Oil Free Nonstick Pot with Knob Timer Control Air Fryer EU Plug Black EU Plug-Layfoo       ,‎Layfoo,Not Available,Not Available,"49,997","24,909.00",Not Available,Not Available,B09BTPY34Y,Not Available,Not Available,Not Available,‎China,‎Layfoo,Not Available,Not Available,Not Available,Not Available,‎2 kg 520 g,Not Available,Not Available,Not Available,Not Available,‎30 x 21 x 20 cm; 2.52 Kilograms,Not Available,"['☆ Non-slip feet at the bottom of the device, small and portable, easy and convenient to operate.', '☆ Non-stick coating of the pot, easy to clean, durable for using.', '☆ 1000W air fryer for you to cook cious, oil-free and healthy food easily and fast.', '☆ Timer and control design ensure cious cooking and safety.', '☆ 3L large acity, equipped with a detachable non-stick food air frying pot, enough to cook snacks for your entire fa ly.']"
https://www.amazon.in/Geek-Acis-Functions-Oil-Dispenser/dp/B09PDBL2NB/ref=sr_1_16?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-16,"        Geek Airocook Aura 5L Digital Air fryer for home with 8 Pre-set Menus, 1500Watts, LED Touchscreen, Smart Oil-Free Cooking, Big Square basket for large cooking       ",‎Geek,4,141,"8,599","4,999.00","  #16,332 in Home & Kitchen (See Top 100 in Home & Kitchen)   #19 in Air Fryers   #91 in Bottle Pour Spouts   ",‎1500 Watts,‎B09PDBL2NB,‎Aura,Not Available,Not Available,‎China,‎HomeEasy Industrial Co. Ltd.,‎No,‎Yes,‎AiroCook Aura,‎Touch,5 kg 300 g,"‎Roast, Broil, Steam, Reheat",‎Plastic Body with Metal Components,‎5 litres,‎Black,‎33D x 26W x 32H Centimeters,"‎Time & Temperature Adjustments, Digital Display, Preset Menus","['NEW-AGE AIR FRYER: Cook your favourite dishes in Geek AiroCook Aura 5L Digital air fryer for home with 85% less fat & Oil than traditional deep oil-fried foods. Built with latest technology and modern design.', '8 PRE-SET MENU: The Digital Air Fryer offers 8 Preset cooking menus that let you cook all kinds of veggies, fries, chicken, desserts, pizza, fish, and prawns and much more in a soft feather touch. This One Fryer does Air fry, Grill, Toast, Roast and Bake which replaces appliances like griller, toaster & sandwich maker.', '360° HOT AIR CRISP TECHNOLOGY: The 360° Hot Air Crisp Technology locks the Crunchiness, Fluffiness & Crispiness of your food by evenly cooking.', 'COOK MORE IN ONE GO: Geek air fryer comes with a large 5L square basket that serves delicious recipes to your Family & Friends. The cool silver touch handle supports you to take over the cooked foods at your convenience.', 'SET YOUR OWN TIME: The 1500W smart air fryer is easy to use & cook with white LED touch screen. Prepare your dishes at a stretch with time & temperature soft touch control—Set your Time between 0 to 60 minutes and Temperature from 85°c to 200°c. User Friendly menus, you can change the time of cooking presets by just pausing and adjust as per the convenience.', 'EASY CLEANING: No Stress or Mess! The detachable air frying basket is featured with a friendly non-stick coating which is easy to wipe and clean with a soft damp cloth and use it quickly for fresh cooking.', 'WHAT’S INSIDE? The Geek AiroCook Aura includes Smart air fryer Body with LED touch screen, 5L Cooking Basket and Manual.']"
https://www.amazon.in/Appliances-Nutri-View-See-through-Technology-Presets/dp/B0BP2G5XFD/ref=sr_1_26?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sprefix=air+fryer%2Caps%2C3150&sr=8-26,"        Hestia Appliances 5L Nutri-View Air Fryer, 1100W, See-through window, Aero Smart Technology, 8 Indian Presets,15 Recipes, User Manual, Black       ",‎HESTIA,4.2,249,"15,990","8,999.00","  #14,830 in Home & Kitchen (See Top 100 in Home & Kitchen)   #18 in Air Fryers   ",Not Available,‎B0BP2G5XFD,‎Nutri-view with easy peek lid (black),Not Available,Not Available,‎China,"‎Hestia Appliances, Hestia Appliances 8928-437842",Not Available,‎Yes,Not Available,Not Available,4 kg 310 g,"‎Air fry, Roast, Bake, Reheat & Grill",‎BPA Free Plastic,‎5 litres,‎Black,‎33D x 28W x 31.5H Centimeters,‎Temperature Control,"[""360° Easy Peek Lid:\xa0 India's ONLY countertop air fryer that comes with an easy-peek window. The Nutri-View Digital Air Fryer with Easy-Peek Top is a fast, healthy & the most convenient way to cook. With a convenient easy-view window, you can watch your food fry to your ideal finish! Minimize the cooking time and maximize the fun by watching how the ingredients change by the cooking process."", 'One-Touch Cooking: With intuitive digital control, you can seamlessly select your preset, program your time and temperature, and start air frying in seconds. Adjustable temperature control of 80-210°C makes it easier than ever to achieve absolute perfection.', ""8 Presets for Indian Dishes: Tickle your Indian taste-buds with Hestia Air Fryer's Indian presets - which include Samosa, Tikkas, tandoori chicken and even cupcakes!"", 'Aero Smart Technology for 95% Less Oil: Circulates hot air from the top down, over the food, to deliver all the crunch and tenderness of deep-frying with 95% less oil (compared to deep frying).', ""Care-Free Cleanup: There's no hassle of pulling out the fry bucket in & out, Hestia's top load design enables easy access and replicates the traditional cooking experience. When you’re done cooking your dish, wipe down the exterior with a damp cloth. All accessories are removable and dishwasher-safe, and the non-stick basket is incredibly easy to clean.""]"
https://www.amazon.in/AF400M-Controls-Pre-sets-Cut-Off-Feature/dp/B0BQQZMVGY/ref=sr_1_13?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-13,"        iBELL AF400M Air Fryer 4L, 1400W, Full Touch Controls with 7 Pre-sets, Timer & Auto Cut-Off Feature (Black)       ",‎IBELL,3.8,246,"7,690","3,784.00","  #9,672 in Home & Kitchen (See Top 100 in Home & Kitchen)   #14 in Air Fryers   ",Not Available,‎B0BQQZMVGY,‎AF400M,Not Available,Not Available,‎China,Not Available,Not Available,Not Available,Not Available,‎Touch,‎3.92 Kilograms,Not Available,‎Plastic,"‎1400 Watts, Touch Control And Digital Display, 4L Capacity, Automatic Shut-Off, 7 Cooking Presets, Timer Function",‎Black AF400M,‎34.5D x 23W x 30.9H Centimeters,"‎1400 Watts, Touch Control And Digital Display, 4L Capacity, Automatic Shut-Off, 7 Cooking Presets, Timer Function","['iBELL Premium Air Fryer with 7 Presets & Smart Rapid Air Technology', 'Capacity: 4 Litre | Power: 1400W | Supply: 220 ~ 230V', 'Advanced Timer Function & Temperature Control Function', 'Preparing For Use: 1) Place the Appliance on a Stable, horizontal and Level Surface that is also Heat Resistant. 2) Place the Basket in the Frying Tray Properly. 3) Do not fill the Frying Tray with Oil or any other Liquid', '1 Year Standard Warranty + 1 Year Additional Warranty on Free Registration']"
https://www.amazon.in/Decdeal-Electric-Fryers-Nonstick-Control/dp/B09HK1WMQD/ref=sr_1_124?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-124,        Decdeal Air Fryer 1500W 5L Electric Hot Air Fryers Oven Oil Free Nonstick Cooker Knob Control Air Fryer(EU Plug)       ,Not Available,4.8,Not Available,"59,297","29,579.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['▪ Oil-free food frying, low fat, more healthier.', '▪ 360°hot air high-speed circulation technology, constant temperature penetration and even heating.', '▪ Large double pot provides enough capacity to cook snacks for the entire family. Create Healthier food by using less grease in your cooking with the ""Hot Air Cooking"" method.', '▪ Small and convenient, the air fryer can be placed on the kitchen without pressure.', '▪ 5L capacity meets the daily needs of 4 family members and more.']"
https://www.amazon.in/Shelzi-Multi-functional-Electric-Nonstick-Roasting/dp/B09M76YP8G/ref=sr_1_77?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-77,"        Shelzi Multi-functional Air Fryer 4 Liter Electric Hot Oven Oilless Cooker Air Fryer Machine With Nonstick Pot Easy Knob cooking Pan Kitchen For Baking, Frying, Roasting, Grilling Air Fryer_(1500 W)       ",Not Available,4.3,Not Available,"17,999","9,099.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['The Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'Fast-Heating and Adjustable Temperature Control - With 1300 w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Family Size Basket : This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', 'Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts.']"
https://www.amazon.in/RATEHALF-Electric-Convection-Cooking-Compact/dp/B08QW27WSB/ref=sr_1_66?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-66,        RATEHALF Electric Air Fryer Hot Air Fryer Convection Cooking Oil-free Cooking Compact - 1.8L       ,‎RATEHALF,4,Not Available,"6,999","4,999.00",Not Available,Not Available,‎B08QW27WSB,Not Available,‎10 Degrees Celsius,Not Available,‎China,Not Available,Not Available,‎Yes,Not Available,‎Touch,‎2 Kilograms,Not Available,‎Stainless Steel,‎1.8 litres,‎black,Not Available,‎Temperature Control,"['Sleek & compact design saves space in your kitchen', 'Rapid Air circulation system fry food faster and save energy Over heating protection function', 'A must in every kitchen focused on healthy living. Essential for that ﬁrst apartment, compact kitchen, college dorm life, or weight-conscious holiday', 'With Time and Temperature control functions. Automatic shut down function lets you know when your food is ready', '1.8 Litre non-stick food basket, easy to clean and maintain Capacity: 1.8 liters']"
https://www.amazon.in/Instant-Vortex-2QT-EvenCrispTM-Technology/dp/B0B53DS4TF/ref=sr_1_7?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Ad-Fresh-Electric-Oilless-Nonstick/dp/B09M793QHT/ref=sr_1_152?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-152,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Ritz-quart-Fryer-Appliance-Paprika/dp/B09C93FJNB/ref=sr_1_167?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-167,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/VPLLEX-Control-Selection-Adjustable-Temperature/dp/B09M3ZFQ5N/ref=sr_1_163?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-163,        VPLLEX 4 Liter Air Fryer 1500W Oven with Touch Control Panel with 6 Cooking Presets Timer Selection and Fully Adjustable Temperature Control (Black)       ,Not Available,4.2,Not Available,"18,000","9,100.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['EFFORTLESS COOKING: Prepare amazing meals from your cookbook such as french fries,chicken,steak,pudding and donuts.Make yourself feel like a professional chef in your kitchen with this air fryer that will replace any one of your kitchen appliances', 'FAST & EFFICIENT HEATING: With 1500W of power, this air fryer heats up in 1.-30 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'HEALTHY FRYING: This appliance uses air crisp technology to cook healthy-low fat versions of your favorite foods,using little to no oil. Deliver a much healthier version of the same food with great crispy fried taste and texture', 'FAMILY SIZE BASKET: With 4 L Food Basket capacity, this air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion']"
https://www.amazon.in/Nutricook-Tempered-Programs-function-Warranty/dp/B09VDQ8XGB/ref=sr_1_86?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476031&sprefix=air+fryer%2Caps%2C3150&sr=8-86,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Bajiu-ligent-Multiple-Function-Electric/dp/B0BN3GVPSZ/ref=sr_1_154?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-154,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Geek-AiroCook-Acis-Capacity-Function/dp/B09SHWDCQL/ref=sr_1_40?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-40,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Instant-Control-EvenCrispTM-Technology-Appliance/dp/B08YS2ZZ97/ref=sr_1_115?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-115,"        Instant Pot Air Fryer, Vortex 2QT, Touch Control Panel, 360° EvenCrisp™ Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 2QT, Black)       ",Not Available,3.9,2,"20,099","20,049.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['All-IN-1 FUNCTIONALITY: Air fry, Grill, Roast and Reheat.', 'EvenCrisp TECHNOLOGY: Advanced technology that drives air flow top down for a perfect golden finish and crispy, tender results every time!', 'PROVEN SAFETY FEATURES: Built-in safety features like Overheat Protection, auto-off and more to keep your mind at ease.', 'DISCOVER AMAZING RECIPES: 1500+ chef curated recipes by downloading free Instant Brand Connect App.', 'WORLD OF POSSIBILITIES: Make French Fries, Samosas, Kabab/Cutlet, Chicken Nuggets, Corn Cheese Balls, Banana Chips, Cakes/muffins and much more!', 'GUILT-FREE FOOD WITH 95% LESS OIL: With EVENCRISP TECHNOLOGY Instant Air Fryer delivers all the crunch and tenderness of deep-frying with 95% less oil.', 'FREE HOME INSTALLATION & FREE HOME SERVICE: We, at INSTANT BRANDS, are committed to ""Keep Customers Interest Ahead of All."" Feel free to contact Customer Care at 1800 123 2700 for Demonstration, Installation and Service Requirement.']"
https://www.amazon.in/Maxi-Matic-Personal-Electric-Temperature-700-Watts/dp/B087TCQ6TR/ref=sr_1_177?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476049&sprefix=air+fryer%2Caps%2C3150&sr=8-177,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Multifunctional-Oil-Free-Temperature-Resistant-Electric/dp/B0BGNT9X9Z/ref=sr_1_112?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476034&sprefix=air+fryer%2Caps%2C3150&sr=8-112,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/GoWISE-5-8-QT-Programmable-Fryer-Recipes/dp/B0777RJG6D/ref=sr_1_145?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-145,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
