Date,Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Best Sellers Rank,Technical Details,Description
2/19/2023,https://www.amazon.in/Instant-Vortex-2QT-EvenCrispTM-Technology/dp/B0B53DS4TF/ref=sr_1_6?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790018&sprefix=air+fryer%2Caps%2C3150&sr=8-6,"        Instant Pot Air Fryer, Vortex 2QT, Touch Control Panel, 360° EvenCrisp™ Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 1.97Litre, Black)       ",Not Available,4,"4,172","20,049","4,995.00","  #1,045 in Home & Kitchen (See Top 100 in Home & Kitchen)   #4 in Air Fryers   ","{'Country of Origin': 'China', 'Item model number': 'Vortex 2 Litre', 'ASIN': 'B0B53DS4TF'}","['VOLTAGE (230 Volts): Instant Vortex Air Fryer 1.9 Litre is designed as per Indian Electrical Power 230 V - 50 Hz', 'FREE HOME INSTALLATION & FREE HOME SERVICE: We, at INSTANT BRANDS, are committed to ""Keep Customers Interest Ahead of All."" Feel free to contact Customer Care at 1800 123 2700 for Demonstration, Installation and Service Requirement.', 'SMART ALL-IN-1 FUNCTIONALITY: Air fry, Roast, Bake and Reheat.', 'WORLD OF POSSIBILITIES: Make French Fries, Samosas, Kabab/Cutlet, Chicken Nuggets, Corn Cheese Balls, Banana Chips, Cakes/muffins and much more!', 'GUILT-FREE FOOD WITH 95% LESS OIL: With EVENCRISP TECHNOLOGY Instant Air Fryer delivers all the crunch and tenderness of deep-frying with 95% less oil.', 'EvenCrisp TECHNOLOGY: Advanced technology that drives air flow top down for a perfect golden finish and crispy, tender results every time!', 'ONE-TOUCH DIGITAL PANEL: The Digital Touch Panel consists of 6 cooking functions, Air Fry, Broil, Roast, Dehydrate, Reheat and Bake along with cooking time and temperature settings.']"
2/19/2023,https://www.amazon.in/Amplesta-8-Presets-Dishwasher-Safe-Nonstick-Matte-Black/dp/B094HS6V5S/ref=sr_1_59?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790057&sprefix=air+fryer%2Caps%2C3150&sr=8-59,"        Amplesta Xtra Large 5.7L Air Fryer Digital 1700W, 8-Presets for Indian cooking, Smart LED Touch Panel, Dishwasher-Safe Nonstick Tray, Variable Temp& Timer Control, 1 Year Warranty, Matte-Black       ",AMPLESTA,3,4,"10,999","5,699.00","  #167,325 in Home & Kitchen (See Top 100 in Home & Kitchen)   #46 in Air Fryers   ","{'Product Dimensions': '30D x 26W x 29H Centimeters', 'Colour': 'Black', 'Capacity': '5.7 litres', 'Material': 'Plastic', 'Brand': 'AMPLESTA', 'Wattage': '1700 Watts', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '80 Degrees Celsius', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '200 Degrees Celsius', 'Country of Origin': 'China', 'Item model number': 'AAF600A', 'ASIN': 'B094HS6V5S'}","['✅Multiple Uses – Grill , Bake , Fry , Roast , Reheat.', '✅Non Stick Pan and cooking tray: This Air Fryer comes with a non-stick and a dish-washer friendly, basket and a tray equipped with a cool-touch handle.', '✅ONE-TOUCH COOKING: You can also choose your preferred temperature and time for your personal recipes.', '✅AUTOMATIC SHUT-DOWN: Safety is our priority. Our Air Fryer automatically shuts down when the basket is removed.', '✅ADJUSTABLE TEMPERATURE & TIME: Easily select temperatures from 80 to 200° C', '✅PERFECT SIZE: The Extra large 5.7-Litre square baskets in the air fryer can hold a meal for ideal family size. In addition, compared to spherical designs, corner areas provide additional cooking capacity and versatility.', '✅INDIAN PRESET MENU: Amplesta Air Fryer comes with 8 preset menus and cooking options to assist you in cooking Indian Food Items.']"
2/19/2023,https://www.amazon.in/NUTRICOOK-Programs-function-Stainless-AF205/dp/B08W8J6RW6/ref=sr_1_38?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790052&sprefix=air+fryer%2Caps%2C3150&sr=8-38,"        NUTRICOOK 1700 Watts, Stainless Steel Digital Control Panel Display, 10 Preset Programs with built-in Preheat function, Brush Air Fryer 2 ( AF205, 5.5 L)       ",NUTRICOOK,4.4,298,"12,999","8,999.00","  #26,100 in Home & Kitchen (See Top 100 in Home & Kitchen)   #26 in Air Fryers   ","{'Special Feature': 'Temperature Control', 'Product Dimensions': '36D x 41W x 41H Centimeters', 'Colour': 'Stainless Steel', 'Capacity': '5.5 litres', 'Material': 'Stainless Steel', 'Recommended Uses For Product': 'Reheat', 'Output Wattage': '1500 Watts', 'Item Weight': '6 Kilograms', 'Brand': 'NUTRICOOK', 'Wattage': '1700 Watts', 'Voltage': '220', 'Control Method': 'Touch', 'Model Name': 'AF205', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'Caliber Brands FZE', 'Country of Origin': 'China', 'Item model number': 'AF205', 'ASIN': 'B08W8J6RW6'}","['Sleek design. Premium brushed stainless steel finish, compact size.', 'SmartTemp technology. Our breakthrough SmartTemp technology automatically adjusts temperature to make everything super crispy on the outside and tender on the inside', 'Shake reminder. The Air Fryer 2 comes with the helpful Shake reminder, letting you know when to shake the contents for an even fry.', 'Premium air fry basket. PFOA-free, BPA-free, non stick coating and dishwasher safe. It has more usable space to put more food than a round design basket.', '2 years warranty against defects in materials and workmanship from the date of original retail purchase.', '85% Less Fat: The Air Fryer 2 makes food with up-to 85% less fat than traditional deep frying while maintaining the same delicious fried flavor.', '10 one-touch presets for perfectly cooked food Every. Single. Time.']"
2/19/2023,https://www.amazon.in/DCAF250GBAQ02-AirCrisp-Electric-Temperature-Control/dp/B082QKB8Z4/ref=sr_1_181?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790101&sprefix=air+fryer%2Caps%2C3150&sr=8-181,"        Dash DCAF250GBAQ02 AirCrisp Pro Electric Air Fryer + Oven Cooker with Temperature Control, Non Stick Fry Basket, Recipe Guide + Auto Shut Off Feature, 2qt, Aqua       ",DASH,3.7,478,"25,999","15,597.00",Not Available,"{'Special Feature': 'Manual', 'Colour': 'Aqua', 'Capacity': '1.89 litres', 'Output Wattage': '1000 Watts', 'Item Weight': '2.77 Kilograms', 'Brand': 'DASH', 'Wattage': '1000 Watts', 'Voltage': '110 Volts', 'Control Method': 'Touch', 'Model Name': 'AirCrisp Pro Electric Air Fryer + Oven Cooker', 'Has Nonstick Coating': 'Yes', 'Is Dishwasher Safe': 'Yes', 'Manufacturer': 'Dash', 'Country of Origin': 'USA', 'Item model number': 'DCAF250GBAQ02', 'ASIN': 'B082QKB8Z4'}","['HEALTHIER FRIED FOOD: DASH air fryer pro uses AirCrisp technology (instead of oil) to help reduce added fat by 70-80%, without sacrificing the flavor of your fried food (no more residual smell hours after you’ve eaten)', 'QUICK + EASY: Short on time? Simply load the 2 qt capacity fryer basket, set the temp, and set the timer. Your food comes out crispy, EVERY TIME. And in less time than it takes to pre-heat your oven, making it more energy efficient', 'SAFER: the auto-shut off function prevents overcooking, and the cool touch housing and handle makes it safer to use. It’s so simple, even your kids can use it! (bonus, the nonstick fryer basket is dishwasher safe for even easier cleanup! )', 'VERSATILE: this is the perfect appliance for picky eaters, smaller portions, or those who have busy schedules. Appetizers to desserts, chicken wings, French fries, even baked goods, and all within minutes of setting the timer - it couldn’t be easier!', 'INCLUDES: Backed by a 1 year manufacturer (2 year with Feel Good Rewards), the 1000W AirCrisp Pro comes with recipe guide companion cookbook (15+ recipes that go beyond fries, ) and recipe database access. Available in Black, Red, and Aqua']"
2/19/2023,https://www.amazon.in/SILNOVO-Electric-Frying-Healthy-Cooker/dp/B0BPSDGTVM/ref=sr_1_186?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790101&sprefix=air+fryer%2Caps%2C3150&sr=8-186,        SILNOVO Electric Air Fryer Deep Fat Free Frying Healthy No Oil Cooker EU Plug Black       ,Not Available,4.8,Not Available,Not Available,"11,999.00",Not Available,"{'Manufacturer': 'SILNOVO', 'Item model number': 'PSLO60012811', 'ASIN': 'B0BPSDGTVM'}","['Powerful air frying technology with rapid hot air circulation system gives your food a crispy fried finish', 'Touch screen control make it convenient for you to adjust temperature and time, press button to fast forward or backward easily.', 'Fry with speed and precision for results with less fat.', 'Adjustable temperature control allows you to prepare a variety of food from crispy fries to juicy wings with little to no oil at all', 'Comes with a detachable basket for easy transfer from the fryer to a serving dish Equipped with a carry handle for easy transportation and storage']"
2/19/2023,https://www.amazon.in/OLENYOK-Multi-functional-Electric-Nonstick-Roasting/dp/B0B2PNXPH3/ref=sr_1_122?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790084&sprefix=air+fryer%2Caps%2C3150&sr=8-122,"        OLENYOK Multi-functional 4 Liter Electric Hot Air Fryer Healthy Oven Oilless Cooker Small Air Fryer with Nonstick Frying Pot For Roasting, Frying Grilling, Baking Knob Cooking Air Fryer - (1500W)       ",OLENYOK,4.4,Not Available,"18,000","9,080.00",Not Available,"{'Special Feature': 'Manual', 'Product Dimensions': '10D x 12W x 15H Centimeters', 'Colour': 'Multicolour', 'Capacity': '4 litres', 'Material': 'Nonstick', 'Item Weight': '850 Grams', 'Brand': 'OLENYOK', 'Wattage': '1500 Watts', 'Voltage': '120 Volts', 'Control Method': 'Touch', 'Model Name': 'Air Fryer', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'OLENYOK', 'Country of Origin': 'China', 'Item model number': 'OY-146', 'ASIN': 'B0B2PNXPH3'}","['The Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'The Small Air Fryer Combines 4 Circle Powerful Heating Tube with 360°High Speed Hot Air Circulation Technology, Cooks Evenly and Locks the Moisture in Food, Making the Air Frier More Energy Efficient and Save Cooking Time by 30%~50% than a Classic Oven. The 4.5Quart Air Fryer Basket Meets the Needs of a Family of 2 to 4 Persons, can Hold 12 Pieces of Chicken Wings, 1.3lbs of French Fries, and 2 Big Steaks.', 'The Compact Air Fryer has a Nonstick Coating on the Whole Air Fryer Pan and Tray which is Easy to Clean and Dishwasher Safe. The Air Frier Cookers is PFOA Free & BPA Free 100% Safe Coating Material Ensure Anyone a Healthy Life. With a High Quality PTFE Coating Nonstick Pan, There is No Splashing Fat and Fewer Unpleasant Odors. Air Fryers Best Seller Prime Deal of the Day.', 'Family Size Basket: This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion.', 'Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef, chicken breasts, sausages and even desserts.']"
2/19/2023,https://www.amazon.in/Balzano-Digital-Fryer-Circulation-Technology/dp/B08HC8S93P/ref=sr_1_50?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790057&sprefix=air+fryer%2Caps%2C3150&sr=8-50,"        Balzano Digital Air Fryer (Extra Large 5.5Liter), uses up to 95% Less Fat, 1700W, with Rapid Heat Circulation Technology (Black)       ",Balzano,4.4,121,"11,990","9,490.00","  #87,885 in Home & Kitchen (See Top 100 in Home & Kitchen)   #70 in Deep Fat Fryers   ","{'Special Feature': 'Manual', 'Colour': 'Black', 'Capacity': '5.5 litres', 'Material': 'Abs', 'Recommended Uses For Product': 'Roast, Broil, Steam, Reheat', 'Output Wattage': '1700 Watts', 'Item Weight': '5.8 Kilograms', 'Brand': 'Balzano', 'Wattage': '1700 Watts', 'Voltage': '220 Volts', 'Model Name': 'Balzano Airfryer', 'Has Nonstick Coating': 'Yes', 'Is Dishwasher Safe': 'Yes', 'Manufacturer': 'Balzano Group Limited', 'Country of Origin': 'China', 'Item model number': 'TXG-DT16B-Blk', 'ASIN': 'B08HC8S93P'}","['Balzano Air Fryer are newly upgraded series of equipped with more accurate temperature controller, serve more even heating and provide crispier tasty for you!', 'Balzano 5.5L Air Fryer can make same deliciously crunchy taste of fried food, which can reduce 95% oil compared to traditional frying methods.A perfect healthy gift for your lovers', 'EASY TO CLEAN & SUITABLE FOR DISHWASHER: Removable fryer basket use non-stick coating, easy to clean. Suitable for Dishwasher: fry basket & fry pot', ""Touch screen and Knob combine control to make operation easier. Knob's presence can reduce the constant repetition of the press button."", 'Enjoy your favourite fried foods with our easy recipes for every meals. Just contact our customer service if any issues happened. 100% satisfaction!']"
2/19/2023,https://www.amazon.in/Inalsa-Air-Fryer-Nutri-Fry/dp/B08N6NZ8LG/ref=sr_1_16?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790018&sprefix=air+fryer%2Caps%2C3150&sr=8-16,"        INALSA Air Fryer 4L Nutri Fry - 1400W with Smart Rapid Air Technology, Timer Selection And Fully Adjustable Temperature Control,Free Recipe book,2 year warranty (Black)       ",Inalsa,3.8,891,"8,995","5,147.00","  #6,436 in Home & Kitchen (See Top 100 in Home & Kitchen)   #10 in Air Fryers   ","{'Special Feature': 'Temperature Control', 'Product Dimensions': '27.8D x 36W x 33H Centimeters', 'Colour': 'Black', 'Capacity': '4 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Broil, Steam, Reheat', 'Item Weight': '4800 Grams', 'Brand': 'Inalsa', 'Wattage': '1400 Watts', 'Model Name': 'Nutri Fry', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, India. Contact- 9773982065', 'Country of Origin': 'China', 'Imported By': 'Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, Delhi, India. Contact No. 9773982065, E-mail: customercare@inalsa.co.in ; Website: inalsaapliances.com', 'Item model number': 'Nutri Fry', 'ASIN': 'B08N6NZ8LG'}","['HEALTHY FRYING: This appliance uses air crisp technology to cook healthy-low fat versions of your favorite foods,using little to no oil. Deliver a much healthier version of the same food with great crispy fried taste and texture', 'EFFORTLESS COOKING: Prepare amazing meals from your cookbook such as french fries,chicken,steak,pudding and donuts.Make yourself feel like a professional chef in your kitchen with this air fryer that will replace any one of your kitchen appliances', 'FAST & EFFICIENT HEATING: With 1400 W of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'USER FRIENDLY: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'FAMILY SIZE BASKET: With 4 L Food Basket capacity, this air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', '2 YEAR WARRANTY by the manufacturer from the date of purchase', 'Number_Of_Pieces: 5,Included_Components: Main Unit, Cooking Pan, Food Separator, Recipe Booklet, Instruction Manual Cum Warranty Card']"
2/19/2023,https://www.amazon.in/AF1300M-Rotisserie-Rotating-Circulation-Auto-off/dp/B0BQQMJ68S/ref=sr_1_64?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790057&sprefix=air+fryer%2Caps%2C3150&sr=8-64,"        iBELL AF1300M Air Fryer 13L, 1800W, with Rotisserie + Skewer Set + Rotating Mesh Basket + Crisper tray, 360° Turbo Hot Air Circulation, 10 Cooking Presets & Timer with Auto-off Feature       ",Not Available,3.8,420,"18,900","8,428.00","  #327,543 in Home & Kitchen (See Top 100 in Home & Kitchen)   #67 in Air Fryers   ","{'Country of Origin': 'China', 'Item model number': 'AF1300M', 'ASIN': 'B0BQQMJ68S'}","['iBELL Premium Air Fryer with 10 Presets, Smart Rapid Air Technology', 'Capacity: 13 Ltr | Power: 1800W | Supply : 220 ~ 240V', 'Full Touch Control And Digital Display | Advanced Timer Function & Auto Shut Off', '360° Turbo Hot Air Circulation Technology & Dual Heating Element', '1 Year Standared Warranty + 1 Year Additional Warranty on Free Registration']"
2/19/2023,https://www.amazon.in/Inalsa-Crispy-Technology-Adjustable-Temperature/dp/B07QVSSKTX/ref=sr_1_22?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790046&sprefix=air+fryer%2Caps%2C3150&sr=8-22,"        INALSA Air Fryer 2.3 L Crispy Fry-1200W with Smart Rapid Air Technology, Timer Selection And Fully Adjustable Temperature Control,Free Recipe book,2 year warranty(Black)       ",Inalsa,3.8,"1,736","6,195","3,598.00","  #40,664 in Home & Kitchen (See Top 100 in Home & Kitchen)   #42 in Deep Fat Fryers   ","{'Special Feature': 'Temperature Control', 'Product Dimensions': '23.7D x 28.7W x 27.8H Centimeters', 'Colour': 'Black', 'Capacity': '2.3 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Broil, Steam, Reheat', 'Item Weight': '2600 Grams', 'Brand': 'Inalsa', 'Wattage': '1200 Watts', 'Voltage': '240', 'Model Name': 'Crispy Fry', 'Is Dishwasher Safe': 'Yes', 'Manufacturer': 'Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, India. Contact- 9773982065', 'Country of Origin': 'China', 'Imported By': 'Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, Delhi, India. Contact No. 9773982065, E-mail: customercare@inalsa.co.in ; Website: inalsaapliances.com', 'Item model number': 'Crispy Fry', 'ASIN': 'B07QVSSKTX'}","['Healthy Frying: Crispy Fry uses the rapid air technology to cook healthy-low fat versions of your favourite foods, using little to no oil. 85% Oil less than traditional frying methods ; Power Consumption: 1200W; Power Requirement: 220V ; Specially design cooking pan for better cooking result Frying material steel and 30 minutes timer with end alarm Auto shut off feature', 'Fast-Heating and Adjustable Temperature Control -- With 1200w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'Family Size Basket – This large 2.3 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion']"
2/19/2023,https://www.amazon.in/Electric-Digital-Nonstick-Temrature-Control/dp/B0B62VDTSL/ref=sr_1_178?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790101&sprefix=air+fryer%2Caps%2C3150&sr=8-178,        Air Fryer 1000W 3L Electric t Air Fryer Oven with LED Digital Sn Oil Free Nonstick Pot with Knob Timer Temrature Control Air Fryer EU Plug       ,AIXING,4.6,Not Available,Not Available,"6,999.00",Not Available,"{'Brand': 'AIXING', 'Manufacturer': 'AIXING', 'Package Dimensions': '30 x 21 x 20 cm; 2.52 Kilograms', 'Item part number': 'REKAIXINGH37647YJHIN', 'Item Weight': '2 kg 520 g'}","['1000W air fryer for you to cook cious, oil-free and healthy food easily and fast.', '3L large ty, equipd with a detachable non-stick food air frying pot, ugh to cook snacks for your entire faly.', 'Timer and temrature control design ensure cious cooking and safety.', 'Non-slip feet at the bot of the device, small and portable, easy and convenient to orate.', 'Non-stick coating of the pot, easy to clean, durable for using.']"
2/19/2023,https://www.amazon.in/NutriChef-Digital-Perfect-Settings-PKAIRFR54/dp/B01LN57G6Q/ref=sr_1_189?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790101&sprefix=air+fryer%2Caps%2C3150&sr=8-189,"        Nutrichef 3.7 Qt 8 In 1 Digital Air Fryer With Built In Timer Settings, Black       ",Nutrichef,4.6,566,"37,669","26,363.00",Not Available,"{'Special Feature': 'Programmable', 'Colour': 'Black', 'Capacity': '3.5 litres', 'Material': 'Stainless Steel', 'Output Wattage': '1400 Watts', 'Item Weight': '9.8 Pounds', 'Brand': 'Nutrichef', 'Wattage': '1400 Watts', 'Control Method': 'Touch', 'Has Nonstick Coating': 'Yes', 'Max Temperature Setting': '392 Degrees Fahrenheit', 'Manufacturer': 'Sound Around Inc.', 'Country of Origin': 'USA', 'Item model number': 'PKAIRFR54', 'ASIN': 'B01LN57G6Q'}","['Capacity: 3.7 Qt| Color Name: Black', 'Material: Stainless Steel', 'Key Benefits: Programmable', 'Cooking Capabilities: Cooks Scrumptious Crispy Skins, Potato French Fries, Chicken, Steak, Fish & More Recipes']"
2/19/2023,https://www.amazon.in/Blueberrys%F0%9F%8D%BF1400W-Technology-Function-Toasting-Roasting/dp/B0BTMHG2PW/ref=sr_1_68?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790061&sprefix=air+fryer%2Caps%2C3150&sr=8-68,"        Blueberry's🍿1400W 6L Digital Air Fryer 360° Rapid Air Technology Touch Control Panel Uses 95% Less Oil, 4-in-1 Function Frying,Baking,Toasting,Roasting       ",Blueberry's,4.4,Not Available,"8,990","4,499.00",Not Available,"{'Product Dimensions': '34D x 28.5W x 31.3H Centimeters', 'Colour': '6L White', 'Capacity': '6 litres', 'Material': 'Fiber', 'Brand': ""Blueberry's"", 'Wattage': '1400 Watts', 'Voltage': '220 Volts', 'Model Name': 'AROMA6', 'Has Nonstick Coating': 'Yes', 'Is Dishwasher Safe': 'No', 'Manufacturer': ""blueberry's"", 'Country of Origin': 'India', 'Item model number': 'AROMA6', 'ASIN': 'B0BTMHG2PW'}","[""🎁Blueberry's 1400Watts 6L Digital Air Fryer"", '🎁360° Rapid Air Technology & One Touch LCD Panel for Easy Using', '🎁Air Cooking is Delicious and Healthy on the Outside and Tender on the Inside', '🎁High Temperature 200° C, 300° C Circulating Hot Three Dimensional Convenstion Barbecue', '🎁FRY WITH AIR, LIVE HEALTHIER: 90% Less Oil Needed, Ofen, only 1 tbp of Oil is Sufficient for an Entire Air Fryer Recipe', '🎁Barbecue: 5min-1 Hr / Dafault Time: 30min, Temperature is 200°C / Chips: 5min-1 Hr / Dafault Time: 30min, Temperature is 180°C / Pizza: 5min-40min/ Dafault Time: 10min, Temperature is 190°C', '🎁Product Dimesnsion: Height: 31.3cm / Width: 28.5cm / Length: 34cm / Weight: 3.385 kg']"
2/19/2023,https://www.amazon.in/PHILIPS-Fryer-HD9200-90-Technology/dp/B09CTWFV5W/ref=sr_1_2?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790018&sprefix=air+fryer%2Caps%2C3150&sr=8-2,"        PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1400W, 4.1 Liter (Black), Large (HD9200/90)       ",PHILIPS,4.2,"1,780","9,995","7,499.00",  #470 in Home & Kitchen (See Top 100 in Home & Kitchen)   #2 in Air Fryers   ,"{'Special Feature': 'Temperature Control, Programmable', 'Product Dimensions': '33.8D x 33.8W x 35.5H Centimeters', 'Colour': 'Black', 'Capacity': '4.1 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Bake, Reheat', 'Item Weight': '4.54 Kilograms', 'Brand': 'PHILIPS', 'Wattage': '1400 Watts', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '60 Degrees Celsius', 'Manufacturer': 'Philips', 'Country of Origin': 'China', 'Item model number': 'HD9200/90', 'ASIN': 'B09CTWFV5W'}","['Philips is India’s No.1 Airfryer brand (Source: Euromonitor International Limited; Consumer Appliances 2021ED)', 'PHILIPS Air Fryer HD9200/90 uses up to 90% less fat, Air Fry, Roast, Bake, Grill, Reheat, 1400W, with dishwasher safe 4.1 Liter basket, Patented Rapid Air Technology, Starfish design, 360 °even frying, Black', 'GUILT-FREE FOOD WITH 90% LESS OIL: With PATENTED RAPID AIR TECHNOLOGY Philips Air Fryer delivers all the crunch and tenderness of deep-frying with 90% less oil.', 'TECHNOLOGY: Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food', 'SMART ALL-IN-1 FUNCTIONALITY: Fry. Bake. Grill. Roast. And even reheat!', 'EASE OF USE: Extra-long 1.8 m cord length for easy placement in your kitchen. 60 minutes timer with auto off. Wide temperature control from 80°C to 200 °C.', 'NUTRIU APP: Get 200+ Indian and global recipes and some from celebrity Chef Ranveer Brar by downloading free NutriU App (IOS & Android).']"
2/19/2023,https://www.amazon.in/Inalsa-Fry-1200W-Technology-Selection-Fry-Light-1400W/dp/B08K9MGX7B/ref=sr_1_145?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676790093&sprefix=air+fryer%2Caps%2C3150&sr=8-145,"        Inalsa Air Fryer 2.3 L Crispy Fry-1200W With Smart Rapid Air Technology, Timer Selection And Fully A & Inalsa Air Fryer Fry-Light-1400W With 4.2L Cooking Pan Capacity, Timer Selection       ",Not Available,3.8,Not Available,"8,538.00","8,538.00","  #1,245,011 in Home & Kitchen (See Top 100 in Home & Kitchen)   #92 in Air Fryers   ","{'Country of Origin': 'China', 'ASIN': 'B08K9MGX7B'}","['Healthy Frying: Crispy Fry uses the rapid air technology to cook healthy-low fat versions of your favourite foods, using little to no oil. 85% Oil less than traditional frying methods ; Power Consumption: 1200W; Power Requirement: 220V ; Specially design cooking pan for better cooking result Frying material steel and 30 minutes timer with end alarm Auto shut off feature', 'Fast-Heating and Adjustable Temperature Control -- With 1200w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'Fulfil Instant Cravings, with 1400w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Intelligent Knob and Easy To Use: Rotate the knob to adjust timer and temp according to your cooking needs. Let the knobs take care of your dishes, this air fryer is not just limited to chips; you can cook-up casseroles, curries, beef, chicken breasts, sausages and even desserts', 'Family Size Basket with 2.9 L Food Basket and 4.2 L Cooking Pan capacity, this air-fryer serves the whole family, It makes your cooking effortless and is suitable for every occasion']"
